ID,Language,Source Text,Translated Text
,ar,Type:,النوع:
,ar,UID,رمز الموظف
,ar,UIDNEXT,UIDNEXT
,ar,UIDVALIDITY,UIDVALIDITY
,ar,UNSEEN,غير مرئي
,ar,UPPER CASE,الأحرف الكبيرة
,ar,"URIs for receiving authorization code once the user allows access, as well as failure responses. Typically a REST endpoint exposed by the Client App.\n<br>e.g. http://hostname//api/method/frappe.www.login.login_via_facebook",محددات لاستقبال رمز التفويض مرة واحدة يتيح للموظف الوصول، وكذلك ردود الفشل. عادة ما يكون نقطة النهاية بقية عرضة للخطر من قبل العميل التطبيقات. <br> على سبيل المثال HTTP: //hostname//api/method/frappe.www.login.login_via_facebook
,ar,URLs,عناوين
,ar,Unable to find attachment {0},تعذر العثور على مرفق {0}
,ar,Unable to load camera.,تعذر تحميل الكاميرا.
,ar,Unable to load: {0},غير قادر على تحميل: {0}
,ar,Unable to open attached file. Did you export it as CSV?,تعذر فتح الملف المرفق. هل تم تصديره ك CSV؟
,ar,Unable to read file format for {0},تعذر قراءة تنسيق الملف {0}
,ar,Unable to send emails at this time,غير قادر على إرسال رسائل البريد الإلكتروني في هذا الوقت
,ar,Unable to update event,غير قادر على تحديث الحدث
,ar,Unable to write file format for {0},تعذر كتابة تنسيق الملف {0}
,ar,Unassign Condition,إلغاء تعيين الشرط
,ar,Under Development,تحت التطوير
,ar,Unfollow,الغاء المتابعة
,ar,Unhandled Email,البريد الإلكتروني غير معالج
,ar,Unique,فريد من نوعه
,ar,Unknown Column: {0},عمود غير معروف: {0}
,ar,Unknown User,موظف غير معروف
,ar,"Unknown file encoding. Tried utf-8, windows-1250, windows-1252.",ترميز الملفات غير معروف . حاول UTF- 8 ، ويندوز 1250، ويندوز 1252 .
,ar,Unread,غير مقروء
,ar,Unread Notification Sent,إرسال الإشعارات غير المقروءة
,ar,Unselect All,إلغاء تحديد الكل
,ar,Unshared,غير مشارك
,ar,Unsubscribe,إلغاء الاشتراك
,ar,Unsubscribe Method,طريقة إلغاء الاشتراك
,ar,Unsubscribe Param,إلغاء الاشتراك بارام
,ar,Unsupported File Format,تنسيق ملف غير معتمد
,ar,Unzip,فك الضغط
,ar,Unzipped {0} files,الملفات غير المضغوطة {0}
,ar,Unzipping files...,فك ضغط الملفات ...
,ar,Upcoming Events for Today,الأحداث القادمة لهذا اليوم
,ar,Update Field,تحديث الحقل
,ar,Update Translations,تحديث الترجمات
,ar,Update Value,تحديث القيمة
,ar,Update many values at one time.,تحديث العديد من القيم في وقت واحد.
,ar,Update records,تحديث السجلات
,ar,Updated,محدّث
,ar,Updated successfully,تم التحديث بنجاح
,ar,Updated {0}: {1},تحديث {0}: {1}
,ar,Updating,يتم التحديث
,ar,Updating {0},تحديث {0}
,ar,Upload Failed,التحميل فشل
,ar,Uploaded To Dropbox,تم التحميل إلى Dropbox
,ar,Use ASCII encoding for password,استخدم ترميز ASCII لكلمة المرور
,ar,Use Different Email Login ID,استخدام رقم تسجيل دخول مختلف للبريد الإلكتروني
,ar,Use IMAP,استخدام IMAP
,ar,Use POST,استخدم POST
,ar,Use SSL,استخدام SSL
,ar,Use TLS,استخدام TLS
,ar,"Use a few words, avoid common phrases.",.استخدم كلمات قليلة، وتجنب العبارات الشائعة
,ar,Use of sub-query or function is restricted,استخدام الاستعلام الفرعي أو وظيفة مقيدة
,ar,Use socketio to upload file,استخدم socketio لتحميل الملف
,ar,Use this fieldname to generate title,استخدام أسم الحقل هذا لإنشاء عنوان
,ar,User '{0}' already has the role '{1}',الموظف{0} يملك بالفعل الدور الوظيفي {1}<br>User '{0}' already has the role '{1}'
,ar,User Cannot Create,الموظف لا يستطيع أن ينشئ
,ar,User Cannot Search,الموظف لا يستطيع أن يبحث
,ar,User Defaults,الموظف الافتراضي
,ar,User Email,بريد الموظف
,ar,User Emails,مراسلات الموظف
,ar,User Field,حقل الموظف
,ar,User ID of a Blogger,هوية الموظف من المدونه
,ar,User Image,صورة الموظف
,ar,User Name,اسم الموظف
,ar,User Permission,صلاحية الموظف
,ar,User Permissions,ضوابط الموظف
,ar,User Permissions are used to limit users to specific records.,يتم استخدام صلاحيات الموظف لتقييد الموظفين إلى سجلات محددة.
,ar,User Permissions created sucessfully,صلاحيات الموظف التي تم إنشاؤها بنجاح
,ar,User Roles,الدور الوظيفي
,ar,User Social Login,تسجيل الدخول بموقع التواصل الاجتماعي للموظف
,ar,User Tags,إشارات الموظف
,ar,User Type,نوع الموظف
,ar,User can login using Email id or Mobile number,يمكن للموظف تسجيل الدخول باستخدام البريد الإلكتروني أو رقم الهاتف المحمول
,ar,User can login using Email id or User Name,يمكن للموظف تسجيل الدخول باستخدام البريد الإلكتروني أو اسم الموظف
,ar,User editable form on Website.,استمارة قابلة للتحرير للموظف على موقع الويب.
,ar,User is mandatory for Share,الموظف إلزامي للمشاركة
,ar,User not allowed to delete {0}: {1},لايسمح بالحذف للموظف {0}: {1}
,ar,User permission already exists,صلاحية الموظف موجود بالفعل
,ar,User permissions should not apply for this Link,يجب ألا تنطبق صلاحيات الموظف على هذا الرابط
,ar,User {0} cannot be deleted,الموظف {0} لا يمكن حذف
,ar,User {0} cannot be disabled,الموظف {0} لا يمكن تعطيل
,ar,User {0} cannot be renamed,الموظف {0} لا يمكن إعادة تسمية
,ar,User {0} does not have access to this document,الموظف {0} ليس لديه حق الوصول إلى هذا المستند
,ar,User {0} does not have doctype access via role permission for document {1},لا يملك الموظف {0} حق الوصول إلى النموذج عبر صلاحيات الدور الوظيفي للمستند {1}
,ar,Username,اسم االموظف
,ar,Username {0} already exists,اسم الموظف {0} موجود بالفعل
,ar,Users with role {0}:,موظفين مع الدور الوظيفي{0} 
,ar,Uses the Email Address Name mentioned in this Account as the Sender's Name for all emails sent using this Account.,يستخدم اسم عنوان البريد الإلكتروني المذكور في هذا الحساب كاسم المرسل لجميع رسائل البريد الإلكتروني المرسلة باستخدام هذا الحساب.
,ar,Uses the Email Address mentioned in this Account as the Sender for all emails sent using this Account.,يستخدم عنوان البريد الإلكتروني المذكور في هذا الحساب باسم المرسل لجميع رسائل البريد الإلكتروني المرسلة باستخدام هذا الحساب.
,ar,Valid,صحيح
,ar,Valid Login id required.,صحيح رقم تسجيل الدخول المطلوبة.
,ar,Valid email and name required,مطلوب بريد إلكتروني صحيح واسم صحيح
,ar,Value Based On,القيمة بناء على
,ar,Value Change,قيمة التغير
,ar,Value Changed,تم تغير القيمة
,ar,Value To Be Set,قيمة ليتم تعيينها
,ar,Value cannot be changed for {0},لا يمكن تغير القيمة ل {0}
,ar,Value for a check field can be either 0 or 1,يمكن أن تكون قيمة حقل التحقق إما 0 أو 1
,ar,Value for {0} cannot be a list,القيمة {0} لا يمكن أن تكون قائمة
,ar,Value missing for,قيمة مفقودة لـ
,ar,Value too big,قيمة كبيرة جدا
,ar,Values Changed,القيم التي تم تغييرها
,ar,Verdana,فيردانا
,ar,Verfication Code,رمز التحقق
,ar,Verification Link,رابط التحقق
,ar,Verification code has been sent to your registered email address.,تم إرسال رمز التحقق إلى عنوان بريدك الإلكتروني المسجل.
,ar,Verify,تأكد من
,ar,Verify Password,التحقق من كلمة المرور
,ar,Verifying...,التحقق من ...
,ar,Version,الإصدار
,ar,Version Updated,تحديث الإصدار
,ar,View All,عرض الكل
,ar,View Comment,عرض التعليق
,ar,View List,عرض القائمة
,ar,View Log,عرض السجل
,ar,View Permitted Documents,عرض المستندات المسموح بها
,ar,View Properties (via Customize Form),عرض خصائص (عن طريق نموذج تخصيص)
,ar,View Settings,عرض إعدادات
,ar,View Website,مشاهدة الموقع
,ar,View document,عرض المستند
,ar,View report in your browser,عرض التقرير في المتصفح
,ar,View this in your browser,عرض هذا في متصفحك
,ar,View {0},عرض {0}
,ar,Viewed By,تمت المشاهدة بواسطة
,ar,Visit,زيارة
,ar,Visitor,زائر
,ar,We have received a request for deletion of {0} data associated with: {1},لقد تلقينا أمرًا بحذف {0} البيانات المرتبطة بـ: {1}
,ar,We have received a request from you to download your {0} data associated with: {1},لقد تلقينا أمرًا منك لتنزيل بيانات {0} المرتبطة بـ: {1}
,ar,Web Form,نموذج ويب
,ar,Web Form Field,حقل نموذج الويب
,ar,Web Form Fields,الحقول نموذج ويب
,ar,Web Page,صفحة على الإنترنت
,ar,Web Page Link Text,نص رابط صفحة الانترنت
,ar,Web Site,موقع الكتروني
,ar,Web View,مشاهدة الموقع
,ar,Webhook,Webhook
,ar,Webhook Data,بيانات Webhook
,ar,Webhook Header,رأس webhook
,ar,Webhook Headers,رؤوس webhook
,ar,Webhook Request,أمر webhook
,ar,Webhook URL,Webhook URL
,ar,Webhooks calling API requests into web apps,webhook التي تستدعي طلبات API في تطبيقات الويب
,ar,Website Meta Tag,موقع العلامة الوصفية
,ar,Website Route Meta,موقع ميتا الطريق
,ar,Website Route Redirect,إعادة توجيه مسار الموقع
,ar,Website Script,نص الموقع البرمجي
,ar,Website Sidebar,موقع الشريط الجانبي
,ar,Website Sidebar Item,موقع الشريط الجانبي البند
,ar,Website Slideshow,موقع عرض الشرائح
,ar,Website Slideshow Item,موقع الصنف عرض شرائح
,ar,Website Theme,شكل الموقع
,ar,Website Theme Image,سمة الموقع صورة
,ar,Website Theme Image Link,سمة الموقع رابط الصورة
,ar,Website User,موظف الموقع
,ar,Welcome Message,رسالة الترحيب
,ar,"When you Amend a document after Cancel and save it, it will get a new number that is a version of the old number.",عند تحرير مستند بعد الغاء وحفظه ، وسوف تحصل على رقم جديد هو نسخة من الرقم القديم .
,ar,Width,عرض
,ar,Widths can be set in px or %.,العرض يمكن تعيين في بكسل أو٪.
,ar,Will be used in url (usually first name).,وسوف تستخدم في رابط (عادة الاسم الأول).
,ar,Will be your login ID,سيكون رقم تسجيل الدخول
,ar,Will only be shown if section headings are enabled,سيتم عرض فقط إذا تم تمكين عناوين المقطع
,ar,With Letter head,مع رأس الرسالة
,ar,With Letterhead,مع رأس الرسالة
,ar,Workflow Action,إجراء سير العمل
,ar,Workflow Action Master,إجراء سير العمل الرئيسى
,ar,Workflow Action Name,اسم إجراء سير العمل
,ar,Workflow Document State,حالة مستند سير العمل
,ar,Workflow Name,اسم سير العمل
,ar,Workflow State,حالة سير العمل
,ar,Workflow State Field,حقل حالة سير العمل
,ar,Workflow State not set,لم يتم تعيين حالة سير العمل
,ar,Workflow Transition,الانتقال سير العمل
,ar,Workflow state represents the current state of a document.,تمثل حالة سير العمل الحالة الراهنة للمستند.
,ar,Write,الكتابة
,ar,Wrong fieldname <b>{0}</b> in add_fetch configuration of custom script,اسم الحقل غير صحيح <b>{0}</b> في add_fetch تكوين البرنامج النصي المخصص
,ar,X Axis Field,X محور الحقل
,ar,XLSX,XLSX
,ar,Y Axis Fields,حقول محور Y
,ar,Yahoo Mail,بريد ياهو
,ar,Yandex.Mail,Yandex.Mail
,ar,Yesterday,أمس
,ar,You are connected to internet.,أنت متصل بالإنترنت.
,ar,You are not allowed to create columns,لا يسمح لك بأنشاء اعمدة
,ar,You are not allowed to delete a standard Website Theme,لا يسمح لك بحذف سمة الموقع القياسي
,ar,You are not allowed to print this document,لا يسمح لك طباعة هذه المستند
,ar,You are not allowed to print this report,لا يسمح لك بطباعة هذا التقرير
,ar,You are not allowed to send emails related to this document,لا يسمح لك بإرسال رسائل البريد الإلكتروني ذات الصلة بهذه المستند
,ar,You are not allowed to update this Web Form Document,لا يسمح لك بتحديث المستند نموذج الويب هذه
,ar,You are not connected to Internet. Retry after sometime.,أنت غير متصل بالإنترنت. أعد المحاولة بعد وقت ما.
,ar,You are not permitted to access this page.,لا يسمح لك بالوصول إلى هذه الصفحة.
,ar,You are not permitted to view the newsletter.,لا يسمح لك بعرض الرسالة الإخبارية.
,ar,You are now following this document. You will receive daily updates via email. You can change this in User Settings.,أنت الآن تتبع هذا المستند. سوف تتلقى التحديثات اليومية عبر البريد الإلكتروني. يمكنك تغيير هذا في إعدادات الموظف.
,ar,You can add dynamic properties from the document by using Jinja templating.,يمكنك إضافة خصائص ديناميكية من المستند باستخدام Jinja templating .
,ar,You can also copy-paste this,يمكنك أيضا نسخ ولصق هذا
,ar,"You can change Submitted documents by cancelling them and then, amending them.",يمكنك تغيير المستندات المسجلة من خلال إلغائها ، ثم تحريرها .
,ar,You can find things by asking 'find orange in customers',يمكنك العثور على الأشياء عن طريق أمر 'البحث عن اسم موظف'
,ar,You can only upload upto 5000 records in one go. (may be less in some cases),يمكنك تحميل فقط حتى 5000 دفعة واحدة. (قد يكون أقل في بعض الحالات)
,ar,You can use Customize Form to set levels on fields.,يمكنك استخدام نموذج مخصص (Customize Form ) لتحديد المستويات على الحقول .
,ar,You can use wildcard %,يمكنك استخدام حرف البدل ٪
,ar,You can't set 'Options' for field {0},"لا يمكنك تعيين ""خيارات"" للحقل {0}"
,ar,You can't set 'Translatable' for field {0},لا يمكنك تعيين 'قابل للترجمة' للحقل {0}
,ar,You cannot give review points to yourself,لا يمكنك إعطاء نقاط مراجعة لنفسك
,ar,You cannot unset 'Read Only' for field {0},"لا يمكنك ضبط ""للقراءة فقط"" للحقل {0}"
,ar,You do not have enough permissions to access this resource. Please contact your manager to get access.,ليس لديك الصلاحيات الكافية للوصول إلى هذا المورد. الرجاء الاتصال بالمدير للحصول علي الوصول.
,ar,You do not have enough permissions to complete the action,لا يوجد لديك الصلاحية الكافية لاتمام هذا العمل
,ar,You do not have enough points,ليس لديك نقاط كافية
,ar,You do not have enough review points,ليس لديك نقاط مراجعة كافية
,ar,You don't have access to Report: {0},ليس لديك حق الوصول إلى التقرير: {0}
,ar,You don't have any messages yet.,ليست لديك أية رسائل حتى الآن.
,ar,You don't have permission to access this file,لا تتوفر لديك الصلاحية للوصول الى هذا الملف
,ar,You don't have permission to get a report on: {0},ليس لديك صلاحية للحصول على تقرير عن: {0}
,ar,You don't have the permissions to access this document,ليس لديك الصلاحيات للوصول إلى هذا المستند
,ar,You gained {0} point,لقد ربحت {0} نقطة
,ar,You gained {0} points,لقد ربحت {0} نقطة
,ar,You have a new message from:,لديك رسالة جديدة من:
,ar,You have been successfully logged out,لقد تم تسجيل بنجاح
,ar,You have unsaved changes in this form. Please save before you continue.,لديك تغييرات لم يتم حفظها في هذا النموذج. يرجى الحفظ قبل المتابعة.
,ar,You must login to submit this form,يجب عليك تسجيل الدخول لإرسال هذا النموذج
,ar,You need to be in developer mode to edit a Standard Web Form,عليك أن تكون في وضع المطور لتحرير نموذج ويب قياسي
,ar,You need to be logged in and have System Manager Role to be able to access backups.,يتوجب عليك تسجيل الدخول بالدور الوظيفي مدير النظام حتي تتمكن من الوصول الى النسخ الأحتياطية.
,ar,You need to be logged in to access this {0}.,تحتاج إلى تسجيل الدخول للوصول إلى هذه {0}.
,ar,"You need to have ""Share"" permission","تحتاج إلى الحصول على صلاحية ""مشاركة"""
,ar,You need write permission to rename,تحتاج الى صلاحية كتابة لأعادة التسمية
,ar,You selected Draft or Cancelled documents,لقد حددت مسودة أو مستندات تم إلغاؤها
,ar,You unfollowed this document,لقد قمت بإلغاء متابعة هذا المستند
,ar,Your Country,بلدك
,ar,Your Language,لغتك
,ar,Your Name,اسمك
,ar,Your account has been locked and will resume after {0} seconds,تم قفل حسابك وسيتم استئنافه بعد {0} ثانية
,ar,Your connection request to Google Calendar was successfully accepted,تم قبول أمر الاتصال الخاص بك إلى تقويم Google بنجاح
,ar,Your information has been submitted,تم ترحيل المعلومات الخاصة بك
,ar,Your login id is,رقم تسجيل الدخول الخاص بك هو
,ar,Your organization name and address for the email footer.,اسم المؤسسة وعنوانك لتذييل البريد الإلكتروني.
,ar,Your payment has been successfully registered.,تم تسجيل دفعتك بنجاح.
,ar,Your payment has failed.,فشلت دفعتك.
,ar,Your payment is cancelled.,تم إلغاء دفعتك.
,ar,Your payment was successfully accepted,تم قبول الدفع الخاص بك بنجاح
,ar,"Your query has been received. We will reply back shortly. If you have any additional information, please reply to this mail.",وقد وردت الاستعلام الخاص بك. سوف نقوم بالرد مرة أخرى قريبا. إذا كان لديك أي معلومات إضافية، يرجى الرد على هذا البريد.
,ar,"Your session has expired, please login again to continue.",انتهت صلاحية الجلسة، يرجى تسجيل الدخول مرة أخرى للمتابعة.
,ar,Zero,صفر
,ar,Zero means send records updated at anytime,صفر يعني إرسال التحديثات في أي وقت
,ar,_doctype,_doctype
,ar,_report,_تقرير
,ar,adjust,ضبط
,ar,after_insert,أدخل_بعد
,ar,align-center,محاذاة الوسط
,ar,align-justify,محاذاة-تبرير
,ar,align-left,محاذاة يسار
,ar,align-right,محاذاة اليمين
,ar,ap-northeast-1,ا ف ب-شمال-1
,ar,ap-northeast-2,ا ف ب-شمال-2
,ar,ap-northeast-3,ا ف ب-شمال-3
,ar,ap-south-1,ا ف ب-جنوب-1
,ar,ap-southeast-1,ا ف ب-جنوب-1
,ar,ap-southeast-2,ا ف ب-جنوب-2
,ar,arrow-down,سهم لأسفل
,ar,arrow-left,سهم يسار
,ar,arrow-right,سهم يمين
,ar,arrow-up,سهم لأعلى
,ar,asterisk,النجمة
,ar,backward,الى الوراء
,ar,ban-circle,دائرة الحظر
,ar,bell,جرس
,ar,bookmark,المرجعية
,ar,briefcase,حقيبة
,ar,bullhorn,البوق
,ar,ca-central-1,كاليفورنيا-وسط-1
,ar,camera,كاميرا
,ar,cancelled this document,إلغاء هذه المستند
,ar,changed value of {0},القيمة المتغيرة لل{0}
,ar,changed values for {0},القيم المتغيرة ل{0}
,ar,chevron-down,شيفرون لأسفل
,ar,chevron-left,شيفرون يسار
,ar,chevron-right,شيفرون اليمين
,ar,chevron-up,شيفرون المتابعة
,ar,circle-arrow-down,دائرة السهم لأسفل
,ar,circle-arrow-left,دائرة السهم اليسار
,ar,circle-arrow-right,دائرة السهم الأيمن
,ar,circle-arrow-up,دائرة السهم إلى أعلى
,ar,cn-north-1,CN-شمال-1
,ar,cn-northwest-1,CN-شمال غرب-1
,ar,cog,تحكم في
,ar,darkgrey,الرمادي الداكن
,ar,dd-mm-yyyy,DD-MM-YYYY
,ar,dd.mm.yyyy,dd.mm.yyyy
,ar,dd/mm/yyyy,اليوم / الشهر / السنة
,ar,"document type..., e.g. customer",نوع المستند ...، على سبيل المثال العملاء
,ar,domain name,اسم المجال
,ar,download-alt,تحميل بديل
,ar,"e.g. ""Support"", ""Sales"", ""Jerry Yang""","على سبيل المثال، ""الدعم ""،"" المبيعات ""،"" أحمد صحيح """
,ar,e.g. (55 + 434) / 4 or =Math.sin(Math.PI/2)...,على سبيل المثال، (55 + 434) / 4 أو = Math.sin(Math.PI / 2) ...
,ar,e.g. pop.gmail.com / imap.gmail.com,على سبيل المثال، pop.gmail.com / imap.gmail.com
,ar,e.g. replies@yourcomany.com. All replies will come to this inbox.,على سبيل المثال، replies@yourcomany.com. سيأتي كل الردود على هذا البريد.
,ar,e.g. smtp.gmail.com,على سبيل المثال، smtp.gmail.com
,ar,e.g.:,على سبيل المثال:
,ar,eject,اخرج
,ar,envelope,مغلف
,ar,eu-central-1,الاتحاد الأوروبي مركزي-1
,ar,eu-north-1,الاتحاد الأوروبي الشمالي-1
,ar,eu-west-1,الاتحاد الأوروبي الغربي-1
,ar,eu-west-2,الاتحاد الأوروبي الغربي-2
,ar,eu-west-3,الاتحاد الأوروبي الغربي-3
,ar,exclamation-sign,تعجب علامة-
,ar,eye-close,إغلاق العين
,ar,eye-open,فتح العين
,ar,facetime-video,facetime-video
,ar,fairlogin,fairlogin
,ar,fast-backward,بسرعة الى الوراء
,ar,fast-forward,بسرعة الى الأمام
,ar,film,فيلم
,ar,fire,حريق
,ar,folder-close,غلق مجلد
,ar,folder-open,فتح مجلد
,ar,fullscreen,ملء الشاشة
,ar,gained by {0} via automatic rule {1},حصلت عليه {0} عبر القاعدة التلقائية {1}
,ar,gained {0} points,حصل على {0} نقطة
,ar,gave {0} points,أعطى {0} نقاط
,ar,gift,هدية
,ar,glass,زجاج
,ar,globe,العالم
,ar,hand-down,إلى أسفل اليد
,ar,hand-left,اليد اليسرى
,ar,hand-right,ومن جهة اليمين
,ar,hand-up,ومن ناحية المتابعة
,ar,hdd,hdd
,ar,headphones,سماعة الرأس
,ar,heart,قلب
,ar,hub,محور
,ar,indent-left,المسافة البادئة اليسرى
,ar,indent-right,المسافة البادئة اليمنى
,ar,info-sign,معلومات تسجيل الدخول،
,ar,italic,مائل
,ar,john@doe.com,john@doe.com
,ar,just now,الآن فقط
,ar,leaf,ورق
,ar,lightblue,أزرق فاتح
,ar,list-alt,قائمة بديل
,ar,magnet,مغناطيس
,ar,map-marker,محدد الخريطة
,ar,merged {0} into {1},تم دمج {0} إلى {1}
,ar,minus,ناقص
,ar,minus-sign,علامة ناقص
,ar,mm-dd-yyyy,شهر-يوم-سنة
,ar,mm/dd/yyyy,شهر/يوم/سنة
,ar,module name...,اسم وحدة برمجية ...
,ar,new type of document,نوع جديد من المستند
,ar,no failed attempts,لا توجد محاولات فاشلة 
,ar,none of,أيا من
,ar,ok,حسنا
,ar,ok-circle,دائرة OK-
,ar,ok-sign,علامة OK-
,ar,on_cancel,on_cancel
,ar,on_change,على التغيير
,ar,on_submit,on_submit
,ar,on_trash,on_trash
,ar,on_update,on_update
,ar,on_update_after_submit,on_update_after_submit
,ar,only.,فقط.
,ar,or,أو
,ar,pause,وقفة
,ar,pencil,قلم رصاص
,ar,picture,صور
,ar,plane,طائرة
,ar,play,لعب
,ar,play-circle,لعب دائرة
,ar,plus,زائد
,ar,plus-sign,زائد توقيع
,ar,qrcode,qrcode
,ar,query-report,استعلام تقرير
,ar,question-sign,علامة سؤال
,ar,remove-circle,إزالة دائرة،
,ar,remove-sign,إزالة التوقيع،
,ar,removed,إزالة
,ar,renamed from {0} to {1},إعادة تسمية من {0} إلى {1}
,ar,repeat,كرر
,ar,resize-full,تغيير حجم كامل
,ar,resize-horizontal,تغيير حجم الأفقي،
,ar,resize-small,تغيير حجم صغير
,ar,resize-vertical,تغيير حجم عمودية
,ar,restored {0} as {1},استعادة {0} ك {1}
,ar,retweet,retweet
,ar,road,طريق
,ar,sa-east-1,سا شرق-1
,ar,screenshot,لقطة شاشة
,ar,share-alt,حصة بديل
,ar,shopping-cart,عربة التسوق
,ar,show,تبين
,ar,signal,إشارة
,ar,star,نجم
,ar,star-empty,النجوم فارغة
,ar,step-backward,خطوة إلى الوراء
,ar,step-forward,خطوة إلى الأمام
,ar,submitted this document,هذه المستند مقدمة / مسجلة
,ar,text in document type,النص في نوع المستند
,ar,text-height,ارتفاع النص
,ar,text-width,عرض النص
,ar,th,ال
,ar,th-large,TH-الكبيرة
,ar,th-list,TH-قائمة
,ar,thumbs-down,علامة إستهجان
,ar,thumbs-up,الابهام إلى أعلى
,ar,tint,لون
,ar,toggle Tag,تبديل العلامة
,ar,updated to {0},تحديث ل{0}
,ar,us-east-1,لنا شرق-1
,ar,us-east-2,لنا شرق-2
,ar,us-west-1,لنا غرب-1
,ar,us-west-2,لنا غرب-2
,ar,use % as wildcard,استخدام ٪ كما البدل
,ar,values separated by commas,قيم مفصولة بفواصل
,ar,via automatic rule {0} on {1},عبر القاعدة التلقائية {0} بتاريخ {1}
,ar,viewed,يشاهد
,ar,volume-down,اخفض الصوت
,ar,volume-off,كتم الصوت
,ar,volume-up,رفع الصوت
,ar,warning-sign,علامة إنذار
,ar,wrench,مفتاح الربط
,ar,yyyy-mm-dd,yyyy-mm-dd
,ar,zoom-in,تكبير
,ar,zoom-out,تصغير
,ar,{0} Calendar,{0} التقويم
,ar,{0} Chart,{0} الرسم البياني
,ar,{0} Dashboard,{0} لوحة المعلومات
,ar,{0} List,قائمة {0}
,ar,{0} Modules,{0} وحدات
,ar,{0} Report,{0} تقرير
,ar,{0} Settings not found,{0} إعدادات لم يتم العثور
,ar,{0} Tree,{0} شجرة
,ar,{0} added,{0} أضيف
,ar,{0} already exists. Select another name,{0} موجود بالفعل. حدد اسما آخر
,ar,{0} already unsubscribed,{0} غير مشترك أصلاً
,ar,{0} already unsubscribed for {1} {2},{0} تم إلغاء الاشتراك في {1} {2}
,ar,{0} and {1},{0} و {1}
,ar,{0} appreciated on {1},{0} موضع تقدير في {1}
,ar,{0} appreciated your work on {1} with {2} point,{0} قدر عملك على {1} بنقطة {2}
,ar,{0} appreciated your work on {1} with {2} points,{0} قدر عملك على {1} بنقاط {2}
,ar,{0} appreciated {1},{0} موضع تقدير {1}
,ar,{0} appreciation point for {1} {2},{0} نقطة التقدير لـ {1} {2}
,ar,{0} appreciation points for {1} {2},{0} نقاط التقدير لـ {1} {2}
,ar,{0} assigned {1}: {2},{0} تعيين {1}: {2}
,ar,{0} cannot be set for Single types,{0} لا يمكن تحديده لأنواع أحادية
,ar,{0} comments,{0} تعليقات
,ar,{0} created successfully,تم إنشاء {0} بنجاح
,ar,{0} criticism point for {1} {2},{0} خصم نقطه لـ {1} {2}
,ar,{0} criticism points for {1} {2},{0} خصم نقاط لـ {1} {2}
,ar,{0} criticized on {1},{0} خصم يوم {1}
,ar,{0} criticized your work on {1} with {2} point,{0} خصم عملك على {1} بنقطة {2}
,ar,{0} criticized your work on {1} with {2} points,{0} خصم عملك على {1} بـ {2} نقاط
,ar,{0} criticized {1},{0} خصم {1}
,ar,{0} days ago,قبل {0} أيام
,ar,{0} does not exist in row {1},{0} غير موجود في الصف {1}
,ar,"{0} field cannot be set as unique in {1}, as there are non-unique existing values",لا يمكن أن يحتوي اسم الحقل {0} على أحرف خاصة مثل {1}
,ar,{0} has already assigned default value for {1}.,{0} قام بالفعل بتعيين القيمة الافتراضية لـ {1}.
,ar,{0} has been successfully added to the Email Group.,{0} تم بنجاح الإضافة إلى مجموعة البريد الإلكتروني
,ar,{0} has left the conversation in {1} {2},{0}غادر المحادثة في {1} {2}
,ar,{0} hours ago,{0} قبل ساعات
,ar,{0} in row {1} cannot have both URL and child items,{0} في الصف {1} لا يمكن أن يكون لها عنوان URL وبنود فرعية في نفس الوقت
,ar,{0} is a mandatory field,{0} حقل إلزامي
,ar,{0} is an invalid email address in 'Recipients',"{0} هو عنوان بريد إلكتروني غير صحيح في ""المستلمين"""
,ar,{0} is not a raw printing format.,{0} ليس تنسيق طباعة خامًا.
,ar,{0} is not a valid Email Address,{0} بريد الكتروني غير صحيح
,ar,{0} is not a valid Workflow State. Please update your Workflow and try again.,{0} ليست حالة سير عمل صحيح. يرجى تحديث سير العمل والمحاولة مرة أخرى.
,ar,{0} is now default print format for {1} doctype,{0} هو الآن تنسيق الطباعة الافتراضي لنوع المستند {1}
,ar,{0} is saved,{0} تم حفظها
,ar,{0} items selected,{0} الأصناف المحددة
,ar,{0} logged in,{0} تم تسجيل الدخول
,ar,{0} logged out: {1},{0} تسجيل الخروج: {1}
,ar,{0} minutes ago,قبل {0} دقائق
,ar,{0} months ago,قبل {0} أشهر
,ar,{0} must be one of {1},{0} يجب أن يكون واحدا من {1}
,ar,{0} must be set first,يجب تعيين {0} أولا
,ar,{0} must be unique,{0} يجب أن تكون فريدة من نوعها
,ar,{0} not a valid State,{0} ليست حالة صحيح
,ar,{0} not allowed to be renamed,{0} غير مسموح بإعادة تسميته
,ar,{0} not found,لم يتم العثور على {0}
,ar,{0} of {1},{0} من {1}
,ar,{0} or {1},{0} أو {1}
,ar,{0} record deleted,تم حذف السجل {0}
,ar,{0} records deleted,{0} تم حذف السجلات
,ar,{0} reverted your point on {1},{0} التراجع عن النقطة في {1}
,ar,{0} reverted your points on {1},{0} التراجع عن نقاطك في {1}
,ar,{0} reverted {1},{0} تم التراجع {1}
,ar,{0} room must have atmost one user.,الحد الأقصى للغرفة {0} هو موظف واحد فقط.
,ar,{0} rows for {1},{0} صفوف لـ {1}
,ar,{0} saved successfully,تم حفظ {0} بنجاح
,ar,{0} self assigned this task: {1},{0} تم تعيين هذه المهمة بنفسها: {1}
